Category,Description,Material cost per unit,Labor cost per unit,Lump sum cost,Manhours per unit,Equipment cost per unit,Unit of measure,Crew code and detail,Crew Code
Gas-burning direct vent fireplace,"38"" high x 40"" wide x 24"" deep, 2 open ends",5450,146,5596,4,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Gas-burning direct vent fireplace,"30"" high x 38"" wide x 24"" deep, see-through",5160,146,5306,4,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Gas-burning direct vent fireplace,Deduct for conventional B-vent units,-223,,-223,,,Ea,,
Fireplace direct vent flue (chimney),"4"" inside diameter 6-5/8"" outside diameter",16.2,6.09,22.29,0.167,,LF,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Fireplace direct vent flue (chimney),"5"" inside diameter, 8"" outside diameter",20.1,6.09,26.19,0.167,,LF,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Flue spacers,"1"" or 2"" clearance",17.7,6.09,23.79,0.167,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Typical flue offset,Typical flue offset,111,9.11,120.11,0.25,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Flashing and storm collar,Flat to 6/12 pitch roofs,70.8,118,188.8,3.25,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Flashing and storm collar,6/12 to 12/12 pitch roofs,103,118,221,3.25,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Spark arrestor top,Spark arrestor top,144,18.2,162.2,0.5,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Blower kit for heat-circulating fireplaces,Blower unit for connection to existing outlet,128,18.2,146.2,0.5,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Blower kit for heat-circulating fireplaces,Add variable speed and thermostatic control,93.1,3.64,96.74,0.1,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
"Electric fireplace, built-in","25"" wide opening, 120 volt, 1,500 watts",604,91.1,695.1,2.5,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
"Electric fireplace, built-in","26"" wide opening, 120 volt, 1,500 watts",1310,91.1,1401.1,2.5,,Ea,"B9: [36.45] - (1 Building Bricklayer, 1 Building Bricklayer Helper)",B9
Armstrong sheet vinyl flooring,"Medley, urethane wear layer, 15 year",25.2,9.48,34.68,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Caspian, PAR 3.8, urethane wear layer, 15 year",20.4,9.48,29.88,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Themes, PAR 2.9, urethane wear layer, 10 year",15.6,9.48,25.08,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Sundial, urethane wear layer, .098"", 10 year",17.1,9.48,26.58,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Metro, PAR 2.3, vinyl wear layer, 5 year",8.94,9.48,18.42,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Cambray FHA, PAR 1.7, vinyl wear layer, 5 year",8.94,9.48,18.42,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Memories, 12 year",29.6,9.48,39.08,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Successor, 10 year",22.3,9.48,31.78,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Enhancements, 6 year",22.7,9.48,32.18,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Initiator, 5 year",15.4,9.48,24.88,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Sentinel, 5 year",12.5,9.48,21.98,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Apartment One, 1 year",12.3,9.48,21.78,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Armstrong sheet vinyl flooring,"Royelle, PAR 1.3, vinyl wear layer, 1 year",6.21,9.48,15.69,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Simply Brite,36.8,9.48,46.28,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Signature,31.8,9.48,41.28,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Naturelle,31.1,9.48,40.58,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Presence Felt,24.3,9.48,33.78,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Style Brite Flex,20.9,9.48,30.38,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Style Brite Felt,20.8,9.48,30.28,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Simply Brite Felt,20.6,9.48,30.08,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Fiber Floor,12.3,9.48,21.78,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Sierra,11.1,9.48,20.58,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Yosemite,9.95,9.48,19.43,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Preference,8.71,9.48,18.19,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Tarkett sheet vinyl,Sandran,5.78,9.48,15.26,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,Gold Series,54.6,9.48,64.08,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,Silver Series,38.9,9.48,48.38,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,Bronze Series,38.9,9.48,48.38,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,Villa Series,27.9,9.48,37.38,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,Ceramica,34.8,9.48,44.28,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,Silverado,31.6,9.48,41.08,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,Aurora,28.1,9.48,37.58,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,Lumina,23.3,9.48,32.78,0.25,,SY,BF: [37.90] - (Floor Layer),BF
Mannington sheet vinyl,"Vega II, Omni",18.2,9.48,27.68,0.25,,SY,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Solarian Stonegate, .094""",3.94,0.87,4.81,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Natural Images, .094""",3.94,0.87,4.81,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Chelsea (urethane), .08""",3.16,0.87,4.03,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Chesapeake (urethane), .08""",2.57,0.87,3.44,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Harbour, .08""",2.43,0.87,3.3,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","StoneTex, 1/8"",",2.2,0.8,3,0.021,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Stylistik, .065"", self-adhesive",1.75,0.87,2.62,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Themes, .08"" (urethane)",1.78,0.87,2.65,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Vernay, Metro, .045""",1.49,0.87,2.36,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","MultiColor, 1/8""",1.26,0.8,2.06,0.021,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Excelon Civic Square, 1/8""",0.95,0.8,1.75,0.021,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Afton, .075""",1.62,0.87,2.49,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Builder urethane, .080"", self-adhesive",2.7,0.87,3.57,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Armstrong 12""x 12"" vinyl tile","Builder urethane, .080"", dry back",2.57,0.87,3.44,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Elegant Images™ Series vinyl floor tile, Armstrong","Cornwall, Burnt Almond",3.33,0.87,4.2,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Elegant Images™ Series vinyl floor tile, Armstrong","Modern, Rose/Green Inset",2.24,0.87,3.11,0.023,,SF,BF: [37.90] - (Floor Layer),BF
Rubber studded tile,All colors,9.75,0.95,10.7,0.025,,SF,BF: [37.90] - (Floor Layer),BF
Resilient flooring adhesive,"Sheet vinyl adhesive, per gallon",18.6,,18.6,,,Gal,,
Resilient flooring adhesive,"Sheet vinyl adhesive, 71 SF per gallon",0.29,,0.29,,,SF,,
Resilient flooring adhesive,"Vinyl tile adhesive, per gallon",38,,38,,,Gal,,
Resilient flooring adhesive,"Vinyl tile adhesive, 190 SF per gallon",0.22,,0.22,,,SF,,
Resilient flooring adhesive,Vinyl seam sealer kit (100 LF),0.15,,0.15,,,LF,,
Resilient flooring accessories,"Self-leveling compound 1 pound per SF at .25"" depth",0.86,0.61,1.47,0.016,,SF,BF: [37.90] - (Floor Layer),BF
Resilient flooring accessories,"Latex masonry primer (used over dusting, porous or below grade concrete) 100 SF per gallon",0.38,0.3,0.68,0.008,,SF,BF: [37.90] - (Floor Layer),BF
Resilient flooring accessories,Liquid underlay (application over existing vinyl floor) Gallon  covers 52 SF,1.47,0.38,1.85,0.01,,SF,BF: [37.90] - (Floor Layer),BF
Resilient flooring accessories,"Lining felt, 15 Lb. asphalt felt (used over board subfloor) 432 SF roll  covers 350 SF",0.09,0.15,0.24,0.004,,SF,BF: [37.90] - (Floor Layer),BF
Resilient flooring accessories,"Tempered hardboard underlayment (levels uneven subfloor) 1/8"" x 4' x 8' sheet",0.48,0.61,1.09,0.016,,SF,BF: [37.90] - (Floor Layer),BF
Cove base,"2-1/2"" high, .08"" thick",1.52,0.95,2.47,0.025,,LF,BF: [37.90] - (Floor Layer),BF
Cove base,"4"" high, .08"" thick",0.96,0.95,1.91,0.025,,LF,BF: [37.90] - (Floor Layer),BF
Cove base,"4"" high, self-adhesive",1.35,0.61,1.96,0.016,,LF,BF: [37.90] - (Floor Layer),BF
Cove base cement,"105 LF of 4"" base per quart",0.16,,0.16,,,LF,,
Accent strip,"1/2"" wide",0.43,0.95,1.38,0.025,,LF,BF: [37.90] - (Floor Layer),BF
Accent strip,"1"" wide",0.55,0.95,1.5,0.025,,LF,BF: [37.90] - (Floor Layer),BF
Accent strip,"2"" wide",1.02,0.95,1.97,0.025,,LF,BF: [37.90] - (Floor Layer),BF
Vinyl edging strip,"1/16"" thick",0.71,,0.71,,,LF,,
Vinyl edging strip,"1/8"" thick",0.89,,0.89,,,LF,,
Vinyl plank flooring,"Economy, glue-down",3.29,1.93,5.22,0.051,,SF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,"Most colors and textures, floating",4.37,1.93,6.3,0.051,,SF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,"Premium -- high traffic, waterproof, deep colors",4.83,1.93,6.76,0.051,,SF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,"Tread and riser, glue-down, with nosing, per stair",119,33.4,152.4,0.881,,Ea,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,T mold strip (joins same level surface),5.87,1.52,7.39,0.04,,LF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,Reducer strip (joins higher surface),4.46,1.52,5.98,0.04,,LF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,End molding (joins lower surface),5.87,1.52,7.39,0.04,,LF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,"Wall base, to 4"" high, top sealed",1.53,1.52,3.05,0.04,,LF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,Scribe and seal around irregular surface (masonry),1.53,21,22.53,0.554,,LF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,"Add for floor prep, per room, typical",2,56.8,58.8,1.5,,Ea,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,Add for small or irregular rooms,,0.42,0.42,0.011,,SF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,Add for diagonal patterns,,0.15,0.15,0.004,,SF,BF: [37.90] - (Floor Layer),BF
Vinyl plank flooring,Add for 6 mil poly moisture/vapor barrier,0.34,0.08,0.42,0.002,,SF,BF: [37.90] - (Floor Layer),BF
Wood strip flooring,"Select red oak, 19.5 SF per bundle",6.46,,6.46,,,SF,,
Wood strip flooring,"Select white oak, 19.5 SF per bundle",6.46,,6.46,,,SF,,
Wood strip flooring,"No. 1 common red oak, 19.5 SF per bundle",4.61,,4.61,,,SF,,
Wood strip flooring,"No. 1 common white oak, 19.5 SF per bundle",5.12,,5.12,,,SF,,
Wood strip flooring,"No. 2 common red oak, 19.5 SF per bundle",2.85,,2.85,,,SF,,
Wood strip flooring,"Select ash, 19.5 SF per bundle",5.7,,5.7,,,SF,,
Wood strip flooring,"Red oak stair nosing, 3/4""",9.37,,9.37,,,LF,,
Wood strip flooring,"Red oak reducer strip, 3/4"" x 2""",3.31,,3.31,,,LF,,
Wood strip flooring,"Red oak quarter round, 3/4"" x 3/4""",1.24,,1.24,,,LF,,
"Labor installing, sanding and finishing hardwood strip flooring","Install 1-1/2"" width strips",,2.5,2.5,0.066,,SF,BF: [37.90] - (Floor Layer),BF
"Labor installing, sanding and finishing hardwood strip flooring","Install 2"" or 2-1/4"" width strips",,2.35,2.35,0.062,,SF,BF: [37.90] - (Floor Layer),BF
"Labor installing, sanding and finishing hardwood strip flooring","Install 3-1/4"" width strips",,2.27,2.27,0.06,,SF,BF: [37.90] - (Floor Layer),BF
"Labor installing, sanding and finishing hardwood strip flooring",Install stair nose or reducer strip,,1.52,1.52,0.04,,LF,BF: [37.90] - (Floor Layer),BF
"Labor installing, sanding and finishing hardwood strip flooring","Sanding, 3 passes (60/80/100 grit)",0.09,0.87,0.96,0.023,,SF,BF: [37.90] - (Floor Layer),BF
"Labor installing, sanding and finishing hardwood strip flooring",2 coats of stain/sealer,0.14,0.38,0.52,0.01,,SF,BF: [37.90] - (Floor Layer),BF
"Labor installing, sanding and finishing hardwood strip flooring",2 coats of urethane,0.17,0.46,0.63,0.012,,SF,BF: [37.90] - (Floor Layer),BF
"Labor installing, sanding and finishing hardwood strip flooring",2 coats of lacquer,0.23,0.91,1.14,0.024,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Ash, select, 3"" to 7"" wide",6.13,2.16,8.29,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Chestnut, American, 3"" to 7"" wide",12.8,2.16,14.96,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Chestnut, distressed, 3"" to 7"" wide",15,2.16,17.16,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Chestnut, distressed, over 7"" wide",19.6,2.16,21.76,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Cherry, #1, 3"" to 7"" wide",14.3,2.16,16.46,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Cherry, #1, 6"" wide and up",17.3,2.16,19.46,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Hickory, #1, 3"" to 7"" wide",5.93,2.16,8.09,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Hemlock, 3"" to 7"" wide",10.2,2.16,12.36,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Hemlock, over 7"" wide",13.4,2.16,15.56,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Oak, #1, red or white, 3"" to 7"" wide",5.64,2.16,7.8,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Oak, #1, red or white, over 7"" wide",8.89,2.16,11.05,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Oak, 3"" to 7"" wide",11.3,2.16,13.46,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Oak, over 7"" wide",13.7,2.16,15.86,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Oak, distressed, 3"" to 7"" wide",13,2.16,15.16,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Oak, distressed, over 7"" wide",16.3,2.16,18.46,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Maple, FAS, 3"" to 7"" wide",7.77,2.16,9.93,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Poplar, 3"" to 8"" wide",5.3,2.16,7.46,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Poplar, over 8"" wide",7.14,2.16,9.3,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Walnut, #3, 3"" to 7"" wide",8.61,2.16,10.77,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"White pine, 3"" to 7""",8.05,2.16,10.21,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"White pine, distressed, 3"" to 7""",8.76,2.16,10.92,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"White pine, distressed, over 7"" wide",12.7,2.16,14.86,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"White pine, knotty grade, 12"" and up wide",13,2.16,15.16,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Yellow pine, 3"" to 5"" wide",9.37,2.16,11.53,0.057,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished antique tongue and groove plank flooring,"Yellow pine, 6"" to 10"" wide",12.8,2.16,14.96,0.057,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 25/32"" x 2-1/4""",1st grade,7.98,1.36,9.34,0.036,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 25/32"" x 2-1/4""",2nd grade,7.14,1.36,8.5,0.036,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 25/32"" x 2-1/4""",3rd grade,6.6,1.36,7.96,0.036,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 25/32"" x 1-1/2""",1st grade,9.52,1.52,11.04,0.04,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 25/32"" x 1-1/2""",2nd grade,8.56,1.52,10.08,0.04,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 25/32"" x 1-1/2""",3rd grade,7.89,1.52,9.41,0.04,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 33/32"" x 1-1/2""",1st grade,8.87,1.36,10.23,0.036,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 33/32"" x 1-1/2""",2nd grade,7.65,1.36,9.01,0.036,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished northern hard maple strip flooring, 33/32"" x 1-1/2""",3rd grade,7.19,1.36,8.55,0.036,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished long plank flooring, 3/4"" thick","Select grade, ash",7.83,2.35,10.18,0.062,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished long plank flooring, 3/4"" thick","Common grade, cherry",10.4,2.35,12.75,0.062,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished long plank flooring, 3/4"" thick","Select grade, cherry",13,2.35,15.35,0.062,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished long plank flooring, 3/4"" thick","Select grade, rock maple",10,2.35,12.35,0.062,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished long plank flooring, 3/4"" thick","Select grade, figured maple",17.3,2.35,19.65,0.062,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished long plank flooring, 3/4"" thick","Select grade, red oak",11.3,2.35,13.65,0.062,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished long plank flooring, 3/4"" thick","Select grade, white oak",9.29,2.35,11.64,0.062,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished wide plank flooring, 3/4"" thick","Knotty grade, pine",6.1,2.8,8.9,0.074,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished wide plank flooring, 3/4"" thick","Select grade, cherry",14.3,2.8,17.1,0.074,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished wide plank flooring, 3/4"" thick","Select grade, maple",13.6,2.8,16.4,0.074,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished wide plank flooring, 3/4"" thick","Select grade, red oak",12.6,2.8,15.4,0.074,,SF,BF: [37.90] - (Floor Layer),BF
"Unfinished wide plank flooring, 3/4"" thick","Select grade, white oak",11.4,2.8,14.2,0.074,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished Douglas fir flooring,"1"" x 2"", square edge",4.37,1.4,5.77,0.037,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished Douglas fir flooring,"1"" x 3"", square edge",4.4,1.4,5.8,0.037,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished Douglas fir flooring,"1"" x 4"", tongue and groove",3.58,1.4,4.98,0.037,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished Douglas fir flooring,Deduct for D Grade,-0.86,,-0.86,,,SF,,
Unfinished Douglas fir flooring,Add for B Grade and better,1.05,,1.05,,,SF,,
Unfinished Douglas fir flooring,Add for specific lengths,0.21,,0.21,,,SF,,
Unfinished Douglas fir flooring,Add for diagonal patterns,,0.15,0.15,0.004,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished select kiln dried heart pine flooring,"4"" wide",10.7,1.59,12.29,0.042,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished select kiln dried heart pine flooring,"5"" wide",11,1.59,12.59,0.042,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished select kiln dried heart pine flooring,"6"" wide",11.2,1.59,12.79,0.042,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished select kiln dried heart pine flooring,"8"" wide",12,1.74,13.74,0.046,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished select kiln dried heart pine flooring,"10"" wide",13.9,1.74,15.64,0.046,,SF,BF: [37.90] - (Floor Layer),BF
Unfinished select kiln dried heart pine flooring,Add for diagonal patterns,,0.15,0.15,0.004,,SF,BF: [37.90] - (Floor Layer),BF
